"id","x (m)","y (m)","z (m)","power","max_power","is_active","BR_Served","max_distance","supported_tech","connectedUsers","servedTraffic","BSType","RoutetoPoP","HopCount"
"0","153600.0","191330.0","14.0","1.0","40.0","true","1030.0","0.0","_5G_FWA","0","0.0","POP","","2147483647"
"1","153812.35045048912","191843.97436966773","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-4-188-154-426-1-","7"
"2","153828.16061013026","191806.73315574764","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-4-424-374-75-2-","7"
"3","153605.78617348545","191350.3909670231","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-3-","1"
"4","153771.87713120552","191628.8979251145","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-4-","3"
"5","154208.46260379007","191425.37837856","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-61-22-5-","6"
"6","153657.65697095593","191281.84790054604","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-159-6-","2"
"7","153277.7952254311","191416.95685902628","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-102-14-7-","3"
"8","153767.07006265168","191318.45848995514","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-280-8-","2"
"9","153632.28935640148","191319.52015299842","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-3-9-","2"
"10","153625.99361308676","191357.7150423233","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-","1"
"11","153768.6164269766","191252.58524698135","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-30-133-11-","3"
"12","154191.49530310964","191306.7409219091","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-243-170-527-225-12-","8"
"13","153692.83341113423","191520.0989238574","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-","2"
"14","153367.36732890678","191324.6146545163","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-102-14-","2"
"15","153794.44026477373","191304.5870557458","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-548-15-","2"
"16","153983.8816740445","191620.3677674711","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-4-92-477-16-","6"
"17","154043.9443551008","191385.24350767894","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-27-17-","5"
"18","154045.21696832427","191726.12461180674","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-265-369-18-","5"
"19","153727.96596804523","191310.54476943467","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-19-","1"
"20","154106.4452763609","191472.48701357053","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-84-598-323-20-","6"
"21","154179.4180923646","191362.9783882877","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-61-22-5-21-","7"
"22","154166.60125390923","191361.0851386486","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-61-22-","5"
"23","154100.61073945402","191821.75251697437","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-4-424-200-53-23-","7"
"24","153882.12293343077","191511.51410976815","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-68-116-24-","5"
"25","154193.69359997733","191581.55268102355","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-10-13-4-188-401-522-25-","7"
"26","154565.93034834514","191661.49345030478","3.12","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-61-22-173-346-114-413-26-","10"
"27","154058.25036092894","191351.0340877257","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-135-233-152-27-","4"
"28","153854.23825612813","191391.18282565594","4.0","0.0","40.0","false","0.0","","_5G_FWA","0","0.0","EDGE","0-280-8-28-","3"
